advmean,advstd,best_ret,epcount,eprew,ev_ext,ev_int,mem_available,n_rooms,n_updates,opt_approxkl,opt_auxloss,opt_clipfrac,opt_ent,opt_featvar,opt_gradnorm,opt_maxfeat,opt_maxkl,opt_pg,opt_tot,opt_vf,reset_counter,retextmean,retextstd,retintmean,retintstd,rewintmax_norm,rewintmax_unnorm,rewintmean_norm,rewintmean_unnorm,rewintstd_unnorm,rooms,tcount,time_elapsed,tps,vpredextmean,vpredextstd,vpredintmean,vpredintstd,wait_policy_inference,wait_step,wait_update,eplen,eprooms,rewtotal
0.6837274,0.26709628,-inf,0,nan,-1.0,-0.0006396770477294922,10488492032,0,1,0.0037881206,0.56395036,0.359375,2.8865404,0.44961536,5.0974975,3.9979649,0.019434342,-0.7426828,-0.050509274,0.13110973,0,-0.0028988358,0.00017110026,0.68528044,0.26697564,0.10936186,2.4548388,0.04746067,1.0653467,0.47799328,[],0,87.15341591835022,11.750775539991439,-0.003352223,0.00043892246,0.002459894,0.00040309285,7.1524810791015625,12.375195503234863,3.1712965965270996,,,
0.348345,0.13240287,-inf,0,nan,-1.0,-0.023555636405944824,10521714688,0,2,0.0023996518,0.5110532,0.109375,2.8861234,0.43962,2.1456664,4.045825,0.021606904,-0.38156325,0.14615774,0.019553885,0,-0.0016542498,0.00013114818,0.67781484,0.13085477,0.07247889,1.4966106,0.026631014,0.54990166,0.24835883,[],0,92.17000079154968,204.12294882201863,-0.0019192671,0.00027037508,0.32999992,0.016752547,0.5019280910491943,5.014592170715332,2.931828737258911,,,
0.26075786,0.13168949,0.0,5,0.0,-0.19257259368896484,-0.13461554050445557,10523332608,1,3,0.0058246236,0.44078997,0.40625,2.8822246,0.43783247,1.4678761,4.024401,0.032277912,-0.27984846,0.16714332,0.009084001,0,-0.0025686128,0.0005479801,1.0714059,0.123683,0.060926728,1.0799311,0.025872914,0.45859948,0.22318092,[1],1527,97.07258248329163,208.86953335759384,-0.0031474647,0.00029105388,0.8118058,0.039509367,0.5013387203216553,4.900113105773926,2.7739999294281006,305.4,1.0,0.0
0.15933888,0.13795935,0.0,5,0.0,-0.19804489612579346,-0.0003154277801513672,10523910144,1,4,0.002041896,0.4618377,0.09375,2.880489,0.46524483,1.2564679,4.2970514,0.006962257,-0.28282878,0.18433326,0.00820482,0,-0.0001608897,4.7168287e-05,1.3304112,0.13795114,0.06467836,1.062183,0.023030449,0.37821844,0.20359996,[1],1527,102.04476737976074,205.9456800826474,-0.00016773603,8.430111e-05,1.1710861,0.0015780726,0.5021929740905762,4.969786167144775,2.8999621868133545,305.4,1.0,0.0
0.070629716,0.12382169,0.0,7,0.0,0.08350247144699097,-0.10007083415985107,10521616384,1,5,0.0019643395,0.35155198,0.0546875,2.8786652,0.3800726,0.88451076,3.9204307,0.010039077,-0.13992171,0.21425605,0.005504449,0,-0.00058618654,0.0001039535,1.4680994,0.11804818,0.0650673,1.0879624,0.018721212,0.31302935,0.18094912,[1],2396,106.88205885887146,211.68872185861647,-0.000679897,9.3592644e-05,1.3976569,0.025930842,0.4855172634124756,4.835138320922852,2.7522990703582764,342.2857142857143,1.0,0.0
0.1077583,0.11062784,0.0,10,0.0,-0.3247333765029907,-0.10129117965698242,10522431488,1,6,0.0018161766,0.39340526,0.1015625,2.8727705,0.47650623,0.2378336,4.179615,0.008227289,-0.16064018,0.2322879,0.0023955845,0,-0.0011516912,0.00019496556,1.6088312,0.10545787,0.05772823,0.9578613,0.022126162,0.36713052,0.19991791,[1],4312,111.79203677177429,208.55488939417233,-0.0013966938,0.00011115472,1.5015628,0.029742237,0.49862074851989746,4.907641649246216,2.819967746734619,431.2,1.0,0.0
0.041539706,0.13046886,0.0,11,0.0,-0.2749725580215454,-0.02674686908721924,10520817664,1,7,0.0014147455,0.18929376,0.1015625,2.8662496,0.20388937,3.0244594,3.4903097,0.006509185,0.06276958,0.2574759,0.00827882,0,-0.001094246,0.00011127059,1.6928778,0.12874804,0.055751454,0.90229654,0.0196043,0.31728125,0.18519074,[1],4820,116.83816957473755,202.92768509390072,-0.0013209541,7.587038e-05,1.6517916,0.015224208,0.5240981578826904,5.0438783168792725,2.894493341445923,438.1818181818182,1.0,0.0
-0.046073433,0.092504844,0.0,11,0.0,0.510263592004776,0.0010660886764526367,10523111424,1,8,0.0015273028,0.23739846,0.046875,2.8615074,0.3053754,0.93341774,3.8051033,0.008514077,0.024940839,0.26535118,0.005873389,0,-0.0008450957,6.548019e-05,1.6587985,0.09254983,0.053649448,0.87482536,0.014207239,0.23166786,0.14309606,[1],4820,121.72452449798584,209.5631643800606,-0.0009735455,6.44777e-05,1.7051288,0.0002628259,0.49832963943481445,4.88418436050415,2.804872751235962,438.1818181818182,1.0,0.0
0.024657115,0.119612865,0.0,14,0.0,-0.030921220779418945,-0.046955227851867676,10523992064,1,9,0.001505605,0.23495448,0.03515625,2.8561502,0.32824215,1.0303789,4.0607557,0.006307216,0.012640671,0.25029552,0.0055565145,0,-0.0007487214,0.00015374679,1.6711893,0.116892494,0.058513675,0.96571493,0.01754013,0.28948385,0.18197528,[1],6388,126.70096349716187,205.76962767343255,-0.00088367634,0.00014542535,1.6468021,0.021322446,0.5131077766418457,4.974229097366333,2.850983142852783,456.2857142857143,1.0,0.0
0.04790805,0.10151459,0.0,16,0.0,0.718357264995575,-0.036267876625061035,10523668480,1,10,0.0010436525,0.30509263,0.0,2.8508644,0.43461654,0.3776778,4.116141,0.0046166056,-0.059730478,0.24490264,0.0023913512,0,0.00030645635,0.000115778654,1.7145209,0.09974287,0.05652832,0.9145285,0.019900125,0.3219489,0.16579315,[1],7388,131.5517430305481,211.10008043490387,0.00036517365,0.00013929016,1.6664956,0.015730081,0.4974663257598877,4.848520994186401,2.785832166671753,461.75,1.0,0.0
